medicare provider number,hospital name,street address,city,state,zip code,"hospital system or, if independent, ipps/cah",is hospital a critical access hospital (y/n)?,"hospital compare 5-star rating (october 2018, na=not available)",number of outpatient services,total private allowed amount for outpatient services ($ millions),simulated medicare allowed amount for outpatient services ($ millions),relative price for outpatient services,standardized price per outpatient service,number of inpatient stays,total private allowed amount for inpatient services ($ millions),simulated medicare allowed amount for inpatient services ($ millions),relative price for inpatient services,standardized price per inpatient stay,total private allowed amount for inpatient and outpatient services ($ millions),simulated medicare allowed amount for inpatient and outpatient services ($ millions),relative price for professional inpatient and outpatient services,relative price for inpatient facility services,relative price for outpatient facility services,relative price for inpatient and outpatient services,total private allowed amount for facility inpatient and outpatient services ($ millions),simulated medicare allowed amount for facility inpatient and outpatient services ($ millions),total private allowed amount for professional inpatient and outpatient services ($ millions),simulated medicare allowed amount for professional inpatient and outpatient services ($ millions),"hospital compare 5-star rating (october 2018, n/a = not available)",Total Discharges,Total Discharges.1,Total Discharges.2,Average Covered Charges,Average Covered Charges.1,Average Covered Charges.2,Average Total Payments,Average Total Payments.1,Average Total Payments.2,Average Medicare Payments,Average Medicare Payments.1,Average Medicare Payments.2,Average Estimated Total Submitted Charges,Average Estimated Total Submitted Charges.1,Average Estimated Total Submitted Charges.2,Average Medicare Allowed Amount,Average Medicare Allowed Amount.1,Average Medicare Allowed Amount.2,Average Medicare Payment Amount,Average Medicare Payment Amount.1,Average Medicare Payment Amount.2,Outlier Comprehensive APC Services,Outlier Comprehensive APC Services.1,Outlier Comprehensive APC Services.2,Average Medicare Outlier Amount,Average Medicare Outlier Amount.1,Average Medicare Outlier Amount.2,Revenue from sale of medical and surgical supplies to other than patients [other_income_supplies_nonpat],Revenue from sale of drugs to other than patients [other_income_drugs_nonpat],"Tuition (fees, sale of textbooks, uniforms, etc.) [other_income_tuition]","Revenue from gifts, flowers, coffee shops, and canteen [other_income_gifts]",Rental of vending machines [other_income_vending],Governmental appropriations [other_income_govt_approp],Revenues from State and local indigent care programs (2552-96 only) [revs_uncomp_stloc_indig_only96],Revenues related to SCHIP (2552-96 only) [revs_uncomp_schip_only96],"Restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_rstrgrants_only96]","Non-restricted grants for Uncompensated care, Medicaid, and SCHIP (2552-96 only) [revs_uncomp_nonrstrgrants_only96]",Charges for patients covered under state or local indigent care program [stloc_indigent_charges],State or local indigent care program cost [stloc_indigent_costs],Stand-alone SCHIP charges [schip_charges],Stand-alone SCHIP cost [schip_costs],"Inpatient days, Medicare skilled nursing facility swing beds [mdcr_snf_swingbed_inpat_days]","Inpatient days, skilled nursing facility swing beds [all_snf_swingbed_inpat_days]","Inpatient days, nursing facility swing beds [all_nf_swingbed_inpat_days]","Inpatient days, other specialty care units [all_oth_spec_care_inpat_days]","Inpatient days, coronary care unit [all_coronary_care_inpat_days]","Inpatient days, burn intensive care unit [all_burn_icu_inpat_days]","Inpatient days, surgical intensive care unit [all_surgical_ic_inpat_days]",Revenue from rental of living quarters [other_income_livingrental],Revenue from laundry and linen service [other_income_laundry],Parking lot receipts [other_income_parking],Rebates and refunds of expenses [other_income_rebates],Nursing and allied health managed care payment [mdcr_ipps_nurs_mgdcare_pymts],Net organ acquisition cost [mdcr_ipps_net_organ_cost],Cost of teaching physicians [mdcr_ipps_teach_phys_cost],Routine service other pass through costs [mdcr_ipps_routine_passthru_cost],medicare provider number.1
440056,Jefferson Memorial Hospital,110 Hospital Drive,Jefferson City,TN,37760,"Community Health
Systems",N,3,1811,1.63,0.58,283,251.05,82,1.23,0.4,308,18894,2.86,0.98,205,325%,317%,293,2.39,0.75,0.47,0.23,,22.25,23.352941176470587,27.428571428571427,26820.299166666668,30027.294117647056,35222.19290142857,5420.6570833333335,5600.068823529412,5522.067961214286,4442.0225,4600.948235294118,4549.911144285715,,17550.955654111633,12914.727538194695,,2986.4707005649702,2318.335227629512,,2363.50864783427,1839.8137676609113,,0.0,0.0,,0.0,0.0,6386.9959515499995,356.499749125,,59159.795542260006,10103.872945837498,,1.0,1.0,1.0,1.0,14324.332413000002,4309.1996982,1999157.7967175,471388.4418900001,121.70586652688237,113.47366817830002,,,,,,,,,,,,,,440056
440057,Claiborne Medical Center,"1850 Old Knoxville
Highway",Tazewell,TN,37879,Covenant Health,N,2,433,0.27,0.14,193,163.29,28,0.21,0.14,148,9698,0.48,0.28,173,144%,200%,171,0.38,0.22,0.1,0.06,,17.23076923076923,24.125,32.5,13268.253076923076,13014.9,14689.922791666666,6258.01,6449.070000000001,6595.145451166667,5379.863076923077,5499.115,5598.999945333334,,6817.311420682725,5598.130042671741,,2498.8785993975903,1823.1577987198425,,1976.70810491968,1443.0641153195074,,0.0,0.0,,0.0,0.0,38648.990785,303094.096473875,,17631.16078698333,13190.620134608338,155006.39949723077,,,,,,,,,,,,,,,,,,,1327.7496834325,,,,,440057
440058,"Southern Tennessee Medical
Center",185 Hospital Road,Winchester,TN,37398,Lifepoint Health,N,3,2043,4.79,0.82,585,537.31,230,4.03,1.28,314,23916,8.82,2.1,127,374%,746%,419,8.16,1.59,0.66,0.52,,29.175,26.58823529411765,27.928571428571427,29812.433750000004,32071.59147058824,35112.059629285715,5988.90925,6193.013529411765,6236.935426964285,4985.5485,5096.988823529413,5154.5956735,39507.07,33133.86850708036,21474.03380131176,8553.01,4304.674278650872,2639.1766378407897,7293.01,3513.7362309181785,2104.4545802456746,0.0,0.0,0.0,0.0,0.0,0.0,619.8747574215,,1020.0,2786.6656624333336,36001.91712331538,,154126.5,,,,175708.62409745454,38951.908612263636,830355.54814,117824.99486242856,,,,,,,,1856.0,,,,,,,,440058
440059,"Cookeville Regional Medical
Center","1 Medical Center
Boulevard",Cookeville,TN,38501,"Cookeville Regional
Health System",N,4,5596,5.51,2.89,191,164.77,721,12.84,4.42,290,22365,18.35,7.31,124,336%,205%,251,16.49,5.82,1.86,1.5,,43.17424242424242,42.03968253968254,42.1484375,22026.428863636367,25257.90928571429,23951.14277297656,10362.111363636364,11015.35015873015,10733.542724546878,9099.210757575753,9709.652936507939,9586.233989726561,21904.252009118198,18578.56409307558,13792.552688600388,10971.51400393179,8843.921176580014,5941.392772938301,9810.368078984293,7760.657405738969,5131.912987249022,0.0,0.0,0.0,0.0,0.0,0.0,12673.495255289774,54681.31505052222,,,28276.109342182353,,,,,,2483739.1652333336,977796.1311966666,1798043.5713499999,675003.839065,,,,,,,,,,,,35540.82324805833,,,,440059
440060,Milan General Hospital,4039 Highland St,Milan,TN,38358,"West Tennessee
Healthcare",N,4,585,1.03,0.36,289,260.4,24,0.31,0.12,251,16717,1.33,0.48,148,289%,334%,279,1.16,0.36,0.17,0.12,,16.25,21.555555555555557,19.571428571428573,11176.869999999999,12840.698888888888,14196.72609857143,5957.000000000001,5679.238888888888,5778.61372,4933.7212500000005,4624.4077777777775,4656.416918142857,,9204.3741301703,8159.02100286401,,2451.18360097323,2022.2276441745835,,1931.813934306565,1590.7433806087017,,0.0,0.0,,0.0,0.0,202.79990861460004,116215.75124380419,,815.2218815911111,4079.2712599086367,24619.39273924,31788.64244333333,,,,4021202.7560888883,1611805.9757277777,,,403.66651410626247,416.04150917472083,37.99997887928889,,,,,45845.4890695,,2642.9993698499998,,,,,,440060
440061,"Tennova Healthcare-Volunteer
Martin",161 Mount Pelia Rd,Martin,TN,38237,"West Tennessee
Healthcare",N,4,926,0.52,0.26,201,184.62,79,0.77,0.41,186,15222,1.29,0.67,134,216%,213%,192,1.04,0.48,0.25,0.19,,22.789473684210527,19.647058823529413,20.357142857142858,34548.662631578954,39055.311764705875,41575.07430857143,5861.056315789473,6416.6882352941175,6663.472222142858,4991.750526315789,5542.684705882353,5592.240458142856,34971.1927272727,23050.63970563135,15375.8329432623,3756.4,2789.57411262799,1397.34840425532,2992.9,2221.068310580205,1111.1157565011802,0.0,0.0,0.0,0.0,0.0,0.0,7289.38450285,14904.314317029999,1560.9994007,140.9999327655,6542.078319209333,25999.991353,,,,,,,118579.827473375,15569.49132832125,264.56701964719446,270.69334875071047,,,,,,11907.018075,,,,,,,,440061
440063,Johnson City Medical Center,"400 N State Of Franklin
Rd",Johnson City,TN,37604,Ballad Health,N,1,7082,9.5,3.01,316,258.34,1740,42.78,12.26,349,28852,52.28,15.27,160,395.39575287,360%,342,47.35,12.19,4.93,3.08,,42.30065359477124,42.51724137931034,40.24503311258278,62641.41248366009,68911.8475862069,72888.20092615896,11543.552875816995,11975.524758620692,12225.698914205299,10114.233006535947,10373.891862068973,10647.36170471523,102670.03763144193,85376.00678005152,61756.99706531147,11717.168676520943,9030.353442758736,6300.077419082319,10554.967892868393,7948.687256519518,5490.354762734494,4.142857142857143,2.8,2.5,342.3546205882343,290.646685,214.55364190705112,,,39218.651182675,-749.99982115,74708.60728924333,1188725.913921,24783005.34215,,,,7046934.3199000005,1108778.7356500002,,,,,,7341.497500079167,,,,-361.74991376,342985.91822500003,,,137180.76688728124,992473.1152858824,,144871.94858466877,440063
440065,Northcrest Medical Center,100 Northcrest Drive,Springfield,TN,37172,Independent (IPPS),N,1,3354,4.75,2.01,236,208.72,109,1.61,0.73,222,20324,6.36,2.74,182,238%,248%,232,5.31,2.16,1.05,0.58,,25.0,25.869565217391305,25.142857142857142,28309.07217391305,27027.79434782609,31283.687928095234,8104.303478260868,7309.813913043478,8814.824544857142,6988.726521739131,6206.327391304348,7697.544001476191,38441.2652941176,21625.61004665616,11579.653629127622,8848.70411764706,4345.608618368674,2268.7887296143494,7580.00529411764,3550.3311050155608,1776.065800978987,0.0,0.0,0.0,0.0,0.0,0.0,7819.995200949999,104.66664171266666,,,8111.184567174874,,,,,,,,,,,,,,,,,,,,10110.424417728573,,,,,440065
440067,Lakeway Regional Hospital,726 Mcfarland St,Morristown,TN,37814,"Community Health
Systems",N,3,374,0.33,0.16,203,175.25,30,0.55,0.2,281,21043,0.89,0.36,139,334%,220%,245,0.76,0.27,0.13,0.09,,20.75,21.9,21.875,48304.71062499999,56822.188,81802.68477125,6562.110625,6562.870999999999,8522.471021875,5688.124375,5426.652,7323.696963750001,,44570.86547761976,29917.589653832263,,2898.532989906248,2001.0216230966685,,2276.9676022428857,1578.9304942556594,,0.0,0.0,,0.0,0.0,1745.8565436385713,85.42855106104285,6.99999833105,3727.713240047143,2363.1992343399997,,,16703580.0175,,,17779003.761,4471010.934,3845910.4232199998,102958.61803446666,496.8693744329565,614.8258413013479,,,,,,,,,,3608.4981937499997,,,,440067
440068,"Athens Regional Medical
Center",1114 W Madison Ave,Athens,TN,37371,Lifepoint Health,N,2,2240,5.47,0.92,597,564.88,87,0.89,0.5,176,13449,6.35,1.42,163,187%,752%,448,5.82,1.09,0.54,0.33,,24.869565217391305,24.863636363636363,26.8,25086.308260869562,30123.23909090909,39468.6889235,7043.021739130433,6918.680909090909,7772.445792150002,5857.84652173913,5935.454090909091,6426.565052450001,,23981.015289046132,15752.23689469251,,3334.569118541027,2098.7956866955615,,2653.157852077003,1663.4888225929337,,0.0,0.0,,0.0,0.0,3558.2552857,2221.3050518135997,,19399.9907495,7350.115724671428,4248.9979739,,,12537.9940212,,,,,,51.885225697,58.62292519299999,,,,,,,,,646.499691725,1718.9991803200003,,,,440068
440070,"Decatur County General
Hospital",969 Tennessee Ave S,Parsons,TN,38363,Independent (IPPS),N,3,101,0.08,0.03,251,214.57,,,,,,,,,,264%,,,,,,,22.0,20.142857142857142,16.666666666666668,6894.423999999999,6026.5257142857145,6763.359348999999,5448.275,4802.005714285714,6685.015894333333,4785.7029999999995,4028.4571428571435,5953.060879,,4738.9231654676205,4546.554695578225,,1784.94769784172,1660.930083333325,,1419.1735251798498,1322.58670833333,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440072,"Dyersburg Regional Medical
Center",400 East Tickle Street,Dyersburg,TN,38024,"West Tennessee
Healthcare",N,1,2128,2.85,1.06,268,228.04,136,2,0.67,297,19964,4.85,1.74,176,317%,295%,279,4.25,1.4,0.59,0.34,,36.42857142857143,39.51282051282051,34.34090909090909,43706.4580952381,51929.70153846154,66784.16856045456,5572.3150000000005,5853.980769230769,6443.839185250001,4699.747380952383,4969.822307692308,5396.184465295453,,36196.08488345145,33806.93616477196,,2802.9152770850396,2322.26914086436,,2170.01992225486,1845.741507766847,,0.0,0.0,,0.0,0.0,170.0,3795.2498145635,,5132.498164474999,13468.073627443078,66000.0,240000.0,,66000.0,,26178864.0,6501520.0,766986.726616857,69595.68035127144,279.92305124432306,282.1538204750923,,,,,,83649.97442400001,,,,3399.999299,,,,440072
440073,Maury Regional Hospital,1224 Trotwood Ave,Columbia,TN,38401,"Maury Regional
Medical Center",N,3,4394,6.31,2.54,249,225.93,690,10.42,4.22,247,21046,16.73,6.75,136,287%,278%,248,14.49,5.11,2.24,1.64,,42.16129032258065,46.109756097560975,45.21590909090909,25634.152580645165,27798.77792682929,29313.635843,8979.280107526878,9732.475609756097,9450.40064122727,7927.079354838712,8595.64695121951,8137.280911011365,37024.48749977262,25418.21510842405,16698.128988122673,9795.236851201986,5864.114117038875,4152.973167139903,8698.172536756972,4866.204149354104,3472.0162810507145,0.0,0.0,0.0,0.0,0.0,0.0,392271.90647326666,1412672.3935718748,15825.990698000001,342175.91842,30246.89787012273,1118543.6610577777,25911.9729185,,61768.985273,,65623.455352,34484.954788999996,,,,,,,3765.873593270833,,,889.99963444,,,110056.47376000001,5099.99448595,,,,440073
440081,Leconte Medical Center,742 Middlecreek Road,Sevierville,TN,37862,Covenant Health,N,2,2410,2.81,1.36,207,171.43,198,1.8,1.11,162,12926,4.61,2.47,152,170%,219%,187,3.73,1.89,0.89,0.59,,24.03125,24.61111111111111,26.12121212121212,23598.759687499998,24895.071388888882,20566.53642,7729.716875000001,7700.673055555555,6761.170825090909,6417.470312500001,6500.65861111111,5520.112103242424,26968.825,12038.140977554724,7922.193518577996,7849.51,3054.4666688481634,1947.8200963214597,6589.51,2430.1189611208033,1522.1691373307096,0.0,0.0,0.0,0.0,0.0,0.0,1486.9997698999998,21473.931780439998,,191243.141096,26879.855442714288,,,,,,17570227.562799998,5049897.94576,1697880.7109625,386925.3280825,175.33332620000002,175.33332620000002,,,,,,,,,,,,,,440081
440082,Saint Thomas West Hospital,"4220 Harding Rd, Po
Box 380",Nashville,TN,37205,Ascension Health,N,4,1931,4.77,2.81,170,143.7,1255,50.92,9.31,547,46096,55.68,12.12,136,634%,177%,460,52.81,10.01,2.88,2.11,,41.037974683544306,39.81656804733728,40.035714285714285,67286.12044303799,72257.9044378698,78224.84672958334,14179.870886075947,14371.589940828399,15535.442062380953,12554.746708860755,12829.153905325442,13486.789234125,57795.42323571459,52719.83734372697,31624.40038824482,10464.6639515094,9054.097008959683,5336.978414585476,9344.47037753984,7994.19863421987,4558.721489683429,6.25,1.9,0.0,349.7459745306319,64.4626978947368,0.0,,2913815.3631369215,5774.398623206,,65435.79445119546,,,,,,124103.61215499998,24756.991143000003,169588.70956875,30200.492799749998,,,,,8202.59657726,,,,805458.8079695035,6.666664369916666,185014.28503755556,259526.57796199527,1567465.8259237502,,163859.36745415,440082
440083,"Jamestown Regional Medical
Center","436 Central Avenue
West",Jamestown,TN,38556,"Community Health
Systems (CHS)/Lu",N,4,396,0.45,0.14,320,301.93,22,0.16,0.1,162,9684,0.61,0.24,179,159.48332252,377%,255,0.52,0.19,0.08,0.05,,32.8421052631579,25.571428571428573,29.153846153846153,27253.961578947365,29857.390714285717,32184.319786153847,6156.894210526315,6058.689285714286,6630.401997692307,5235.708421052633,5118.352142857143,5586.117840923077,,11501.997610293702,11906.28512851084,,1910.0828308823498,1718.39854188416,,1516.47624999999,1366.7798975888636,,0.0,0.0,,0.0,0.0,5972.5,18799.9971234,,,10037.213378352859,626.99973512,,,,,862949.5,191998.0,,,,,,2191.0,,,,,,,821.49996388,,,,,440083
440084,"Sweetwater Hospital
Association",304 Wright St,Sweetwater,TN,37874,Independent (IPPS),N,3,561,0.4,0.13,309,305.37,22,0.15,0.11,133,9152,0.55,0.24,124,136%,396%,227,0.48,0.18,0.07,0.06,,20.58823529411765,21.5,21.384615384615383,32135.764705882353,30173.338571428572,29056.842262307688,6909.035882352941,6845.96,6330.328844461538,5889.470588235295,5768.8042857142855,5262.454854846153,,12983.328041691633,8655.460762317762,,3042.26991282051,2148.5201333333325,,2415.0727150183166,1705.9901333333332,,0.0,0.0,,0.0,0.0,14394.746567999999,,,32192.322594429173,61040.2247345,,,,10296.4947905,,,,,,,,,,,,,,,,,,,,,440084
440091,"Memorial Health Care System
Inc.",2525 Desales Ave,Chattanooga,TN,37404,"Catholic Health
Initiatives",N,4,3709,4.99,2.41,207,178.3,679,15.65,3.87,404,28083,20.64,6.28,173,461%,215%,329,18.56,5.08,2.08,1.2,,52.06372549019608,50.11224489795919,48.435,49254.43166666665,50824.978775510215,54269.26295270002,12508.465294117654,12828.143163265304,12602.968436064999,10170.438235294117,10775.505102040812,10424.668632984993,35565.22159119471,31951.457883036022,24905.3539597328,10039.548635519854,8692.281673759766,5840.922649490093,8897.512887548472,7655.070764269619,5045.485670277516,0.0,0.0,2.642857142857143,0.0,0.0,58.34099391891893,,,,,-7110.998303533335,-2059130.509,,,134560.61523755558,,7213670.280033332,2210197.4730333337,,,,,,,4565.1157842764715,,4223.7484854875,,15792.996234499999,,,131390.67305595713,,,269816.70258833334,440091
440102,Lincoln Regional Hospital,"106 Medical Center
Blvd",Fayetteville,TN,37334,Independent (IPPS),N,4,941,0.56,0.27,210,182.64,47,0.55,0.27,203,15635,1.11,0.54,132,229%,235%,207,0.93,0.4,0.18,0.14,,21.94736842105263,27.2,18.846153846153847,14189.878421052628,16227.485999999999,16177.537094615383,6734.527368421052,7720.592999999999,7007.92102253846,5751.916315789474,6680.532000000001,5949.735264615384,,10238.050823128036,8610.467660350047,,3059.9998703703664,2481.238859934526,,2427.9373605664464,1959.0766771090398,,0.0,0.0,,0.0,0.0,2662.7816148154784,63554.75843878259,,106630.18722227273,5137.5987751,560026.3150448714,,,,,,,,,,,,,,,,2150.71365397,195054.23424004347,,9887.49764265,,,,,440102
440104,Erlanger Medical Center,975 E 3rd St,Chattanooga,TN,37403,"Erlanger Health
System",N,2,2189,3.44,1.64,210,181.96,834,12.76,6.31,202,20153,16.2,7.95,157,213%,226%,204,13.69,6.34,2.51,1.6,,36.902702702702705,38.3469387755102,39.640625,43701.16989189188,45703.779132653064,51013.35913213541,14289.840972972968,14863.834336734695,16028.447375864585,12865.603135135138,13257.191071428582,14154.044595010413,30951.91772850919,27742.94467487758,19732.3461786977,10352.552240275932,7517.582928373941,5046.988820226035,9238.06001239922,6475.697208460785,4298.506541266894,0.0,0.6666666666666666,0.0,0.0,32.11437314814811,0.0,39102.4906775,24613.491357372503,144192.09930385713,,,1295654.5563916669,18220063.3231,1499999.6424,910211.3641136,1721384.4528350001,270016492.7516667,83902787.85283333,8704700.159979999,2200014.7637950005,,,,17533.857577236362,2119.0408133416663,1745.1532107507692,5031.123089216667,,43265.14533143333,254225.88696999996,439813.83853285713,30585.65763736667,1040678.9328020834,,87051.21900308333,440104
440109,Hardin Medical Center,935 Wayne Road,Savannah,TN,38372,Independent (IPPS),N,3,1493,1.79,0.69,257,236.65,42,0.42,0.21,200,16363,2.21,0.91,154,237%,291%,244,1.82,0.65,0.39,0.25,,25.692307692307693,24.75,23.5,17284.96,17651.825,20051.583840714284,7213.28153846154,6535.47375,6698.729472999999,6283.072307692308,5551.192500000001,5732.6432804999995,,10390.553724004705,9383.14223554536,,2533.5835828877,1928.357961410185,,2014.23430481283,1520.5274237513838,,0.0,0.0,,0.0,0.0,16080.853582571424,62543.822728384606,,,7571.663845806667,130536.88358991266,440338.49467537506,,41859.990019100005,57034.958324499996,44054.9881205,14879.662807266666,,,676.5414132595416,780.4580383833332,112.66663980499999,,,,,18767.849446279997,,,,,,,,440109
440110,Fort Loudoun Medical Center,"550 Fort Loudon
Medical Center Dr",Lenoir City,TN,37772,Covenant Health,N,3,769,0.6,0.41,148,121.77,47,0.44,0.24,185,12065,1.04,0.65,162,190.21332803,145%,161,0.79,0.49,0.25,0.16,,23.9375,22.22222222222222,24.692307692307693,14321.609375,18165.214444444442,20728.136095384616,5143.805,6382.40111111111,6935.747980000001,4026.234375000001,5295.625,5883.869924076924,,12452.806121357002,7938.262967192424,,3028.6882240437135,2147.9006753648314,,2398.9369125683033,1706.6069277861372,,0.0,0.0,,0.0,0.0,1067.9999549633333,663.99993311,,26591.415268250003,5723.8118926625,,,,,,5755304.5726,1989303.04274,163875.6029975,41655.245441,,,,,,,,,,,,,,,,440110
440111,"Metro Nashville General
Hospital",1818 Albion Street,Nashville,TN,37208,Independent (IPPS),N,2,193,0.13,0.08,168,160.87,,,,,,,,,,181%,,,,,,,13.0,11.5,11.0,38377.69,27524.295,17589.59091,15806.31,12244.86,12245.0,14158.08,11520.465,11650.636365,,15583.6868923395,9545.417996794833,,3077.155304347825,2354.37439903846,,2450.952260869565,1866.1743990384598,,12.0,0.0,,1697.58703333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440120,"Metro Knoxville Hma  Llc Phys
Regnl","900 East Oak Hill
Avenue",Knoxville,TN,37917,"Community Health
Systems",N,2,4816,6.85,3.45,199,161.34,1218,20.32,6.7,303,21344,27.16,10.14,177,336%,206%,268,23.28,7.95,3.89,2.19,,41.0625,40.37096774193548,39.82786885245902,57868.210703125005,61902.20798387098,66888.4715869672,11005.470781249996,10904.171532258064,11053.14362105738,9409.604140624997,9515.909274193555,9409.102132999997,78124.53932259971,69593.10939078605,43582.81804668666,10111.292349661278,8682.651968642384,5283.026126779593,8985.63561761763,7653.2491639519985,4544.057445660097,2.0,2.0,0.6060606060606061,115.1276,212.742075,36.4863503030303,8179.996597736,6537723.39725,374.99984236500006,348515.6379517143,92800.21709374999,,558431.8379642857,0.9999999817,0.9999999817,0.9999999817,7037157.091200001,1827080.6277928571,19153796.06679999,5522245.3668,,,,1713.2936461523532,2072.8255492660865,,,,,11444.499299,80.999978684,10453.74970025,,,,440120
440125,"Fort Sanders Regional Medical
Center",1901 W Clinch Ave,Knoxville,TN,37916,Covenant Health,N,2,5288,6.41,4.01,160,126.78,1189,19.26,7.59,254,21477,25.66,11.6,148,293%,160%,221,21.45,8.75,4.21,2.85,,32.24528301886792,35.0,35.166666666666664,36125.70896226416,34374.54652173913,35478.786146375,10426.573962264152,10339.355652173912,10374.959618135419,8831.774528301888,8623.330978260872,8766.789069208333,48495.5391586426,31554.063045913623,17751.690916372616,10239.857673474944,7047.941442272409,4024.488834181513,9095.477465336133,6056.070988124023,3356.7986395312623,0.0,0.0,0.0,0.0,0.0,0.0,,644531.4021097333,43266.248416,566765.7795658334,111669.0344859,,,,,,30871075.561581824,8950788.574586364,788205.596575,199100.621105,,,,1991.5712649857144,2319.142601057143,,,,,543060.0,,181528.85871125,,,188887.46472617393,440125
440130,"Baptist Mem Hospital Union
City","1201 Bishop St, Po Box
310",Union City,TN,38261,"Baptist Memorial
Health Care Corp",N,2,2824,2.64,1.2,220,190.18,200,2.34,1.06,220,16515,4.97,2.26,149,245%,241%,220,4.16,1.71,0.81,0.55,,28.68421052631579,26.444444444444443,31.476190476190474,22685.864736842104,23005.98925925926,25264.574028571435,6480.117894736842,6207.694814814814,6370.632631428572,5424.3499999999985,5223.785555555555,5420.19269452381,,20299.99723641902,10961.947083008105,,4048.7475272045,2464.401761709336,,3253.3626362570303,1918.429831013573,,0.0,0.0,,0.0,0.0,,26124.619933283324,,,9734.529724345455,113999.94563999999,89876.957144,,,,288645.3007026428,114553.8648867857,250426.88656428573,47303.2606003,,,,,1401.4503276654168,,,685.4471628269999,,,74644.964408,,,,,440130
440131,"Baptist Mem Hospital Tipton
County",1995 Highway 51 S,Covington,TN,38019,"Baptist Memorial
Health Care Corp",N,3,1297,2.09,0.59,356,363.72,38,0.36,0.3,120,13656,2.45,0.89,158,120%,440%,277,2.12,0.68,0.33,0.21,,22.0,23.25,21.285714285714285,21185.929999999997,24007.705,19022.226465714284,9452.045,10953.595,8621.527846142857,8415.163333333334,9844.199999999999,7549.447155285715,,14518.366394557801,11484.162095605396,,1971.3544217687,2100.805215053765,,1569.45013605441,1669.260295698925,,13.0,0.0,,1250.99336923076,0.0,,19340.09209305,,,3633.9633330999995,,,,,,568.499728915,127.4999392025,298012.8653304286,66927.53584714285,,,,,591.6732035737625,,,,,,577.99972439,2810.4986021999994,,,,440131
440132,Henry County Medical Center,301 Tyson Av,Paris,TN,38242,Independent (IPPS),N,3,1234,0.96,0.4,238,209.36,113,1.89,0.57,332,22053,2.85,0.97,153,373%,264%,293,2.54,0.77,0.31,0.2,,28.685714285714287,32.233333333333334,29.363636363636363,21624.11542857143,21858.022666666664,23224.62032490909,6596.419142857143,6257.293333333335,7381.53809478788,5484.145142857144,5183.235333333334,6238.472036030304,18701.21425940213,14470.818211142636,10751.799305843111,7265.993333333333,4820.210958649342,3412.4430972305126,6274.216666666667,3989.888091002282,2790.095917329773,0.0,0.0,0.0,0.0,0.0,0.0,,103138.25847814286,,,12178.995928771428,,,,,,495649.44725,142439.75206879998,,,62.333309492560005,67.13330834856,,,1225.7911842491665,,,,,,16896.16149693333,,,,,440132
440133,"Saint Thomas Midtown
Hospital",2000 Church St,Nashville,TN,37236,Ascension Health,N,3,2084,4.56,2.25,203,182.25,1949,53.12,14.41,369,35578,57.68,16.66,153,431%,209%,346,52.07,12.98,5.61,3.68,,36.05102040816327,36.22641509433962,35.94949494949495,52256.63234693878,51773.33990566039,56050.72449030301,13673.128571428575,13219.401037735846,13597.648766050503,10949.404591836734,11346.234716981133,11818.871559676769,59327.093897914645,47700.15341425613,31541.042337421615,11527.394615195262,8380.201928021273,5327.627614902677,10343.645129901153,7351.22541142765,4552.048464087406,0.0,0.0,0.0,0.0,0.0,0.0,,128340.94725487144,,582850.4484916001,42646.25594018182,,,,,,1381124.8521953665,290267.08080863336,17383675.812766667,3608115.1766833332,,,,8261.62864877895,2258.4435422155557,,,,26056.995548,23376.244426725003,,30745.988850259997,,,,440133
440137,"Tennova Healthcare
Shelbyville",2835 Hwy 231 N,Shelbyville,TN,37160,"Community Health
Systems",N,3,886,0.63,0.28,228,197.66,61,0.64,0.3,216,13215,1.27,0.57,159,224%,245%,222,1.14,0.49,0.14,0.09,,21.1875,17.1875,18.76923076923077,30903.115625000002,34944.103749999995,36171.30234384615,6136.2856249999995,6540.52375,7316.925186076923,5121.8862500000005,5569.538749999999,6253.859749538461,,19173.24611111105,21046.406767337216,,2521.58533950617,2254.6734994404874,,1930.7309567901202,1769.4349352292754,,0.0,0.0,,0.0,0.0,1279.636001114891,20550.66106299199,21366.494906,419.49994999,8827.246350708332,48337.487062975,,,6249.99539305,,,,307250.816140875,45034.49229875,188.55550711207778,135.39994786654,,,,,,,,,61341.97626924999,,,,,440137
440144,Tennova Healthcare Harton,"1801 N Jackson St Box
460",Tullahoma,TN,37388,"Community Health
Systems",N,3,1747,1.75,0.73,240,222.53,125,2.57,0.74,345,27302,4.31,1.47,133,384%,271%,293,3.94,1.19,0.37,0.28,,25.982142857142858,28.346938775510203,25.675,56885.00535714284,62996.770204081615,68918.4139495,7260.234821428573,8093.457551020409,7847.403129475,5967.152500000001,6969.296530612245,6671.376504449999,82716.51610880093,82348.72265100673,43717.4316076655,7178.855349965347,7503.575977271033,3017.51727444935,6055.065329175326,6576.072595628522,2429.5616618461804,6.0,0.0,0.0,303.405958333333,0.0,0.0,5.4999986887,,2709.9990073757144,2.6666656642333333,18890.544209975,,,,,,,,,,,,,,,,,26430.993698500002,,,24050.493066037503,2026.3328502099996,,,,440144
